merchant_name,merchant_area,category,display,product,price,discount_price,isDiscount,description
"369 Shanghai, Jemursari",surabaya,Chinese,BEST DEAL,Bestdeal Noodle,108000,,0,Song mie/ Mie Zha jiang +Xiaolongbao/Guo tie small+ Air mineral
"369 Shanghai, Jemursari",surabaya,Chinese,BEST DEAL,Bestdeal Sup,129599,,0,Sup shanghai +Xiao long bao/ guo tie small +  air mineral
"369 Shanghai, Jemursari",surabaya,Chinese,BEST DEAL,Bestdeal rice,116400,,0,Nasi goreng 369/ Nasi grg smoked ham + Xiao long bao/ guo tie small + air mineral
"369 Shanghai, Jemursari",surabaya,Chinese,Dumpling,Siomay Ayam Rebus / Goreng,36000,,0,4 pcs
"369 Shanghai, Jemursari",surabaya,Chinese,Dumpling,Siomay Babi Rebus/ Goreng,36000,,0,4 pcs
"369 Shanghai, Jemursari",surabaya,Chinese,Dumpling,Xiao Long Bao 'Pork',69599,,0,8 pcs
"369 Shanghai, Jemursari",surabaya,Chinese,Dumpling,Guo Tie 'Pork',69599,,0,8 pcs
"369 Shanghai, Jemursari",surabaya,Chinese,Sandwich,Sandwich Tiongkok,43200,,0,
"369 Shanghai, Jemursari",surabaya,Chinese,Soup,Sup Shanghai,84000,,0,
"369 Shanghai, Jemursari",surabaya,Chinese,Soup,Tim Obat Ayam Hitam,145200,,0,
AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,Rice,Beef And Mushroom,56800,,0,"Rice, Beef Patty, Mushrooms, Chilli, Coconut Milk, Garlic"
AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,Rice,Shirataki Spicy Abon Cakalang,60800,,0,
AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,Coffee,Americano,34400,,0,Double Ristretto
AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,Coffee,Coffee Latte,42300,,0,"Double Ristretto, Fresh Milk, Milk Foam"
AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,Coffee,Creme Brulee,47600,,0,"Double Ristretto, Steamed Fresh Milk, Milk Foam, Syrup, Torched"
AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,Coffee,Capuccino,42300,,0,"Double Ristretto, Steamed Fresh Milk, Milk Foam"
AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,Coffee,Flavored Latte,46200,,0,"Double Ristretto, Steamed Fresh Milk, Milk Foam, Your Choice Of Syrup"
AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,Coffee,Black Jasmine,46200,,0,Black Coffee With Jasmine And Lemon Syrup
AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,Coffee,Ultra Violet,50000,,0,"double shot espresso, cream, lavender, rhum"
AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,Coffee,Stargazing,50000,,0,"double shot espresso, lavender, raspberry, lemon, yakult"
"Aiciro, BG Junction",surabaya,Jajanan/Ayam & bebek/Minuman,Food,Chicken Fillet,24500,,0,"Pilihan Rasa: Original, Chili, Barbeque // Level: 1,2,3,4,5"
"Aiciro, BG Junction",surabaya,Jajanan/Ayam & bebek/Minuman,Food,Kentang,19500,,0,"Pilihan Rasa: Original, Chili, Barbeque // Level: 1,2,3,4,5"
"Aiciro, BG Junction",surabaya,Jajanan/Ayam & bebek/Minuman,Food,Siomay,22500,,0,"Pilihan Rasa: Original, Chili, Barbeque // Level: 1,2,3,4,5"
"Aiciro, BG Junction",surabaya,Jajanan/Ayam & bebek/Minuman,Food,Nugget,22500,,0,"Pilihan Rasa: Original, Chili, Barbeque // Level: 1,2,3,4,5"
"Aiciro, BG Junction",surabaya,Jajanan/Ayam & bebek/Minuman,Food,Chicken Skin,21500,,0,"Pilihan Rasa: Original, Chili, Barbeque // Level: 1,2,3,4,5"
"Aiciro, BG Junction",surabaya,Jajanan/Ayam & bebek/Minuman,Food,Fish Skin,22500,,0,"Pilihan Rasa: Original, Chili, Barbeque // Level: 1,2,3,4,5"
"Aiciro, BG Junction",surabaya,Jajanan/Ayam & bebek/Minuman,Food,Bakso,22500,,0,"Pilihan Rasa: Original, Chili, Barbeque // Level: 1,2,3,4,5"
"Aiciro, BG Junction",surabaya,Jajanan/Ayam & bebek/Minuman,Food,Sosis Ayam,20000,,0,
"Aiciro, BG Junction",surabaya,Jajanan/Ayam & bebek/Minuman,Food,Ayam Pop,25500,,0,
"Aiciro, BG Junction",surabaya,Jajanan/Ayam & bebek/Minuman,Food,Tahu walik,22500,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Original,32500,,0,Original Pancake/Waffle
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Strawberry Cheese,32500,,0,Strawberry Cheese Pancake/Waffle
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Bluberry Cheese,32500,,0,Bluberry Cheese Pancake/Waffle
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Strawberry,35000,,0,Strawberry Pancake/waffle
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Oreo Cream,36000,,0,Oreo Cream Pancake/waffle
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Chocomaltine,37500,,0,Chocomaltine Pancake/waffle
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Banana Nutella,39000,,0,Banana Nutella Pancake/waffle
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Caramel Banana Cream,35000,,0,Caramel Banana Raisin Pancake/waffle
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Mango Peach,39000,,0,Mango Peach Banana Nutella Pancake/waffle
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Superchoco,41500,,0,Superchoco Pancake/waffle
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Bluberry Roll,41500,,0,Bluberry Roll Pancake/waffle
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Strawberry Roll,41500,,0,Strawberry Roll Pancake/waffle
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Lotus Crumble,41500,,0,Lotus Crumble Pancake/waffle
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Pancake Tower,113000,,0,8 Pancake Dengan Saus Komplit
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,French Fries,29500,,0,Kentang Goreng
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Potato Wedges,35000,,0,Kentang Goreng Wedges
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Ice Cream 2 Scoop,26000,,0,Ice Cream Chocolate Dan Vanilla
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Spaghetti Bolognesse,39000,,0,Pasta Spaghetti/Fettucini Dengan Saus Bolognesse
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Spaghetti Aglio-Olio,39000,,0,Pasta Spaghetti/Fettucini Dengan Saus Aglio-Olio Pedas
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Spaghetti Carbonara,39000,,0,Pasta Spaghetti/Fettucini Dengan Saus Carbonara
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Spaghetti Chicken Pesto,39000,,0,Pasta Spaghetti/Fettucini  Dimasak Dengan Bumbu Paesto Dan  Ayam
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Spaghetti Beef Blackpepper,42500,,0,Pasta Spaghetti/Fettucini Dengan Topping Daging Sapi Dan Saus Lada Hitam
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Piccadilly Penne And Cheese,39000,,0,"Pasta Penne Dengan Saus Creame,Jamur Dan Daging Asap"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Heddon Chicken Penne,42500,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Crazy Rice,36000,,0,Nasi Gila Dicampur Telur Dan Bakso
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Crazy Fried Rice,36000,,0,Nasi Goreng Dicsmpur Telur Dan Bakso
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Shinjuku Chicken Rice,42500,,0,Nasi Daging Ayam Bumbu Teriyaki Dan Telor
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Ricechicken Black Pepper,42500,,0,Nasi Daging Ayam Dan Bumbu Black Pepper
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Rice Chicken Salt&Chilli,42500,,0,Nasi Daging Ayam Dan Bumbu Cabe Garam
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Shibuya Beef Rice,45500,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Rice Beef Carbonara,45500,,0,Nasi Daging Sapi Bumbu Carbonara Dan Telor
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Shinjuku Beef Rice,45500,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Rice Beef Black Pepper,45500,,0,Nasi Daging Sapi Bumbu Lada Hitam Dan Telor
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Buffalo Chicken Wings,32500,,0,Sayap Ayam Goreng Dengan Bumbu Pedas
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Paranoid Chicken Wings,35000,,0,Sayap Ayam Goreng Tepung Dengan Bumbu Pedas
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Es Kopi Kompleks,31000,,0,"Espresso,Racikan Susu, Gula Aren"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Es Kopi Taren,24500,,0,"Espresso, Gula Aren"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Es Kosu Taren,27000,,0,"Espreso, Susu, Gula Aren"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Es Kosu Hazelnut,31000,,0,"Espresso, Racikan Susu, Sirup Hazelnut"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Hot Long Black,24500,,0,"Espresso, Air Panas"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Hot Cappucino,32500,,0,"Espresso, Susu, Foam"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Hot Latte,32500,,0,"Espresso, Susu, Foam"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Ice Long Black,24500,,0,"Espresso, Air Dingin,Es Batu"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Ice Cappucino,37500,,0,"Espresso,Susu,Es Batu"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Ice Latte,37500,,0,"Espresso, Susu, Es Batu"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Kopi Omah,24500,,0,"Kopi Robusta, Potongan Kayu Manis"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Orange On Top,32500,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Hot Green Matcha,41000,,0,"Matcha Powder, Susu"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Ice Green Matcha,41500,,0,"Matcha Powder,Susu"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Tropicolla,26000,,0,"Hommade Sirup Rosella,Soda,Jus ManggaHommade Sirup Rosella,Soda,Jus Mangga"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Hot Taro Latte,32500,,0,Taro Powder Susu
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Ice Taro Latte,41500,,0,"Pure Taro, Susu"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Yellow Claw,32500,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Dilan,26000,,0,"Siganture,Single Origin Arabika"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Galih Dan Ratna,29500,,0,Signature Blend 3 Single Origin
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Senandung Rindu,29500,,0,Signature Blend 3 Single Origin
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Cold Brew,46500,,0,Kopi Seduh Dingin Arabika
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Cold White,46500,,0,"Coldbrew,Racikan Susu, Gula Aren"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Cold White Hazelnut,46500,,0,"Coldbrew,Racikan Susu,Gula Aren,Sirup Hazelnut"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Soto Surabaya,Soto Ranjau,22000,,0,Soto Balungan Ayam
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Soto Surabaya,Soto Telur Rebus,22000,,0,Soto Telur Rebus
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Soto Surabaya,Soto Ayam,24500,,0,Soto Ayam
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Soto Surabaya,Soto Kulit,24500,,0,Soto Kulit
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Soto Surabaya,Soto Pisah Ayam/Kulit,28500,,0,Soto Pisah Ayam/Kulit
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Soto Surabaya,Soto Campur Telur Muda,29500,,0,Soto Campur Telur Muda
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Soto Surabaya,Soto Campur Jeroan,29500,,0,Soto Campur Jeroan
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Soto Surabaya,Soto Campur Pisah Telur Muda/Jeroan,32500,,0,Soto Campur Pisah Telur Muda/Jeroan
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Soto Surabaya,Tambahan 1,6500,,0,Tambahan 1
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Soto Surabaya,Tambahan 2,10000,,0,Tambahan 2
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Kimchi,15500,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Danmuji,22000,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Gimari,26000,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Ttokkochi,28500,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Mandu,32500,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Kimbap,36000,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Maeun Dakbal,39000,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Eomuk Guk,45500,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Ttoekbokki,45500,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Cheese Ttoekbokki,49000,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Chicken Chese Ttoekbokki,50500,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Fried Chicken Wings,50500,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Rabokki,52000,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Korean Fishcake,58500,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Korean Ramyeon,31000,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Cheesy Kimchi Fried Rice,39000,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Dakgalbi Rice,41500,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Bibimbap,45500,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Japchae,48000,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Bulgogi Rice,48000,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Jjampong,52000,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Masitda,Jajangmyeon,45500,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Sate Pak Siban,Sate Ayam Dada,39000,,0,Sate Daging Ayam Dada Dengan Bumbu Kacang
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Sate Pak Siban,Sate Ayam Kulit,39000,,0,Sate Daging Ayam Paha Dengan Bumbu Kacang
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Sate Pak Siban,Sate Ayam Ati,39000,,0,Sate Ati Ayam Degan Bumbu Kacang
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Sate Pak Siban,Sate Ayam Ampela,39000,,0,Sate Ampela Ayam Dengan Bumbu Kacang
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Sate Pak Siban,Sate Ayam Usus,39000,,0,Sate Usus Ayam Dengam Bumbu Kacang
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Sate Pak Siban,Sate Ayam Campur,39000,,0,"Sate Dada Ayam, Ati Ampela, Usus,kulit"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Sate Pak Siban,Nasi,6500,,0,
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Ayam Goreng Serundeng,29500,,0,Ayam Goreng Dengan Topping Serundeng
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Ayam Goreng Ireng,29500,,0,Ayam Goreng Dengan Bumbu Ireng
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Ayam Goreng Abang,29500,,0,Ayam Goreng Dengan Bumbu Abang
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Nasi Ayam Goreng Serundeng,35000,,0,Nasi Ayam Goreng Dengan Topping Serundeng
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Nasi Ayam Goreng Ireng,35000,,0,Nasi Ayam Goreng Dengan Bumbu Ireng
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Nasi Ayam Goreng Abang,35000,,0,Nasi Ayam Goreng Abang Dengan Bumbu Abang
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Bebek Goreng Serundeng,32500,,0,Bebek Goreng Serundeng
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Bebek Goreng Ireng,32500,,0,Bebek Goreng Dengan Bumbu Ireng
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Bebek Goreng Abang,32500,,0,Bebek Goreng Dengan Bumbu Abang
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Nasi Bebek Goreng Serundeng,38000,,0,Nasi Bebek Goreng Dengan Topping Serundeng
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Nasi Bebek Goreng Ireng,38000,,0,Nasi Bebek Goreng Dengan Bumbu Ireng
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Nasi Bebek Goreng Abang,38000,,0,Nasi Bebek Goreng Dengan Bumbu Abang
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Nasi Putih,7500,,0,Tambahan Nasi Putih
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Bebek Nok Nay,Rempelo Ati Bebek/Ayam,9000,,0,Tambahan Rempelo Ati Ayam/ Bebek
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Dimsum Mejiku,Lumpia Jepang,22000,,0,"Ayam, Udang & Kepiting"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Dimsum Mejiku,Wotiek,22000,,0,Ayam Udang & Kepiting
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Dimsum Mejiku,Tim Tahu,22000,,0,Ayam Udang Wortel Kucai
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Dimsum Mejiku,Siomay Volcano,22000,,0,Ayam Udang Cabai
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Dimsum Mejiku,Money Bag,22000,,0,Ayam Udang Sayur
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Dimsum Mejiku,Spring Roll,22000,,0,Ayam Udang
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Dimsum Mejiku,Lumpia Nori,22000,,0,Ayam Nori
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Dimsum Mejiku,Ebi Furai,22000,,0,Udang
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Dimsum Mejiku,Siomay Ayam,22000,,0,Ayam & Udang
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Dimsum Mejiku,Siomay Crab,22000,,0,Sapi & Udang
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Dimsum Mejiku,Keicak,22000,,0,Ayam Jamur Wortel
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Dimsum Mejiku,Siomay Moza,22000,,0,Ayam Udang Mozarella
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasgor Pak Huda,Nasi Goreng Jawa,23000,,0,"Nasi, Mie, Kol, Tauge"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasgor Pak Huda,Mie Goreng,24500,,0,"Mie,Tauge,Kol.Sawi"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasgor Pak Huda,Mie Nyemek,24500,,0,"Mie, Tauge,Kol,Sawi"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasgor Pak Huda,Mie Kuah,24500,,0,"Mie,Tauge,Kol,Sawi"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasgor Pak Huda,Nasi Krengsengan,27000,,0,"Nasi Putih, Mie, Kol, Tauge,Sawi"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasgor Pak Huda,Nasi Ayam,29500,,0,"Nasi Putih, Ayam Bumbu"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasgor Pak Huda,Nasi Goreng Jawa Spesial,31000,,0,"Nasi, Mie, Kol, Tauge,Telur"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasgor Pak Huda,Mie Kuah Spesial,32500,,0,"Mie,Tauge,Kol,Sawi,Telur"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasgor Pak Huda,Nasi Krengsengan Spesial,35000,,0,"Nasi,Mie,Kol,Sawi,Telur"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasgor Pak Huda,Nasi Ayam Spesial,37500,,0,"Nasi,Ayam Bumbu,Telur"
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasi Cumi Madura,Nasi Rames,28500,,0,Nasi Lauk Telor Daging Mie Serundeng Sambel
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasi Cumi Madura,Nasi Tongkol,28500,,0,Nasi Lauk Tongkol Perkedel Tahu Bali Mie Serundeng Sambel
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasi Cumi Madura,Nasi Paru,28500,,0,Nasi Lauk Paru Perkedel Tahu Bali Mie Serundeng Sambel
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasi Cumi Madura,Nasi Paru Pedas,29500,,0,Nasi Lauk Pedas Perkedel Tahu Bali Mie Serundeng Sambel
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasi Cumi Madura,Nasi Empal,29500,,0,Nasi Lauk Empal Perkedel Tahu Bali Mie Serundeng Sambel
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasi Cumi Madura,Nasi Campur,37500,,0,Nasi Lauk Campur Perkedel Tahu Bali Mie Serundeng Sambel
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasi Cumi Madura,Nasi Madura,37500,,0,Nasi Lauk Madura Perkedel Tahu Bali Mie Serundeng Sambel
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasi Cumi Madura,Nasi Cumi,37500,,0,Nasi Lauk Cumi Perkedel Tahu Bali Mie Serundeng Sambel
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasi Cumi Madura,Nasi Cumi Spesial,63500,,0,Nasi Lauk Spesial Perkedel Tahu Bali Mie Serundeng Sambel
Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Nasi Cumi Madura,"Tambahan 1 (Empal,Paru,Daging Bali, Tongkol,Udang)",10000,,0,Tambahan Lauk Udang) Perkedel Tahu Bali Mie Serundeng Sambel
